@RELATION pnts-dense
@ATTRIBUTE root~0~6~0~combined NUMERIC
@ATTRIBUTE gas_tank~1~6~0~combined NUMERIC
@ATTRIBUTE handle~2~6~0~combined NUMERIC
@ATTRIBUTE light~3~6~0~combined NUMERIC
@ATTRIBUTE seat~4~6~0~combined NUMERIC
@ATTRIBUTE whyeel~5~6~0~combined NUMERIC
@ATTRIBUTE other...~6~6~0~combined NUMERIC
@DATA
0.00,0.14,0.13,0.19,0.17,0.82,0.00
0.00,0.34,0.29,0.43,0.42,0.29,0.00
0.00,0.21,0.19,0.28,0.23,0.89,0.00
0.00,0.30,0.22,0.33,0.32,0.21,0.00
0.00,0.30,0.26,0.39,0.32,0.26,0.00
0.00,0.18,0.16,0.23,0.20,0.15,0.08
0.00,0.39,0.34,0.50,0.66,0.32,0.00
0.00,0.33,0.29,0.42,0.59,0.27,0.00
0.00,0.28,0.24,0.35,0.39,0.24,0.00
0.00,0.08,0.07,0.10,0.09,0.96,0.00
0.00,0.24,0.22,0.32,0.27,0.91,0.00
0.00,0.29,0.27,0.39,0.32,0.40,0.00
0.00,0.13,0.12,0.17,0.14,0.15,0.30
0.00,0.13,0.11,0.17,0.14,0.11,0.33
0.00,0.16,0.15,0.22,0.18,0.97,0.00
0.00,0.16,0.14,0.21,0.17,0.99,0.00
0.00,0.22,0.11,0.16,0.13,0.10,0.28
0.00,0.49,0.34,0.49,0.41,0.30,0.00
0.00,0.17,0.16,0.23,0.19,0.42,0.00
0.00,0.43,0.39,0.57,0.47,0.68,0.00
0.00,0.30,0.13,0.20,0.16,0.12,0.08
0.00,0.18,0.16,0.23,1.00,0.16,0.00
0.00,0.20,0.17,0.25,1.00,0.17,0.00
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.07,0.06,0.09,0.07,0.94,0.00
0.00,0.15,0.14,0.20,0.17,0.13,0.22
0.00,0.33,0.22,0.32,0.39,0.20,0.00
0.00,0.30,0.25,0.37,0.37,0.26,0.00
0.00,0.17,0.15,0.23,0.19,0.88,0.00
0.00,0.43,0.36,0.52,0.45,0.32,0.00
0.00,0.15,0.14,0.20,0.17,0.13,0.21
0.00,0.47,0.43,0.62,0.52,0.49,0.00
0.00,0.19,0.17,0.25,0.21,0.34,0.00
0.00,0.13,0.12,0.17,0.14,0.26,0.19
0.00,0.30,0.27,0.39,0.33,0.26,0.00
0.00,0.20,0.17,0.25,0.21,0.16,0.02
0.00,0.23,0.21,0.31,0.26,0.74,0.00
0.00,0.23,0.20,0.29,0.24,0.19,0.00
0.00,0.09,0.08,0.12,0.10,0.18,0.42
0.00,0.31,0.28,0.41,0.34,0.42,0.00
0.00,0.26,0.24,0.34,0.29,0.22,0.00
0.00,0.23,0.45,0.28,0.22,0.16,0.00
0.00,0.24,0.22,0.32,0.27,0.41,0.00
0.00,0.19,0.17,0.25,0.21,0.20,0.00
0.00,0.11,0.07,0.10,0.11,0.08,0.53
0.00,0.10,0.09,0.13,0.12,0.10,0.46
0.00,0.20,0.18,0.27,0.22,0.95,0.00
0.00,0.22,0.20,0.29,0.24,0.39,0.00
0.00,0.44,0.39,0.57,0.54,0.37,0.00
0.00,0.13,0.12,0.18,0.14,0.99,0.00
0.00,0.18,0.16,0.24,0.20,0.93,0.00
0.00,0.26,0.15,0.23,0.19,0.14,0.03
0.00,0.40,0.36,0.53,0.44,0.46,0.00
0.00,0.48,0.37,0.54,0.45,0.33,0.00
0.00,0.23,0.21,0.30,0.25,0.28,0.00
0.00,0.20,0.19,0.27,0.22,0.86,0.00
0.00,0.25,0.22,0.32,0.56,0.21,0.00
0.00,0.15,0.13,0.19,0.18,0.82,0.00
0.00,0.18,0.17,0.24,0.20,0.97,0.00
0.00,0.16,0.15,0.22,0.18,0.98,0.00
0.00,0.15,0.13,0.19,0.16,0.99,0.00
0.00,0.38,0.34,0.50,0.56,0.32,0.00
0.00,0.21,0.20,0.28,0.24,0.20,0.00
0.00,0.22,0.20,0.29,0.24,0.91,0.00
0.00,0.09,0.08,0.12,0.10,1.00,0.00
0.00,0.28,0.25,0.36,0.30,0.23,0.00
0.00,0.24,0.21,0.31,0.68,0.20,0.00
0.00,0.46,0.17,0.24,0.45,0.15,0.00
0.00,0.13,0.12,0.17,0.14,0.78,0.00
0.00,0.16,0.14,0.21,0.17,0.99,0.00
0.00,0.18,0.17,0.24,0.20,0.97,0.00
0.00,0.19,0.17,0.25,0.21,0.95,0.00
0.00,0.16,0.14,0.21,0.17,0.93,0.00
0.00,0.26,0.40,0.31,0.25,0.18,0.00
0.00,0.19,0.17,0.25,0.21,0.95,0.00
0.00,0.20,0.14,0.20,0.20,0.14,0.12
0.00,0.21,0.19,0.28,0.23,0.95,0.00
0.00,0.40,0.36,0.53,0.44,0.41,0.00
0.00,0.16,0.10,0.15,0.15,0.10,0.35
0.00,0.12,0.11,0.15,0.13,1.00,0.00
0.00,0.12,0.11,0.16,0.13,1.00,0.00
0.00,0.20,0.17,0.25,0.30,0.19,0.00
0.00,0.13,0.11,0.17,0.14,0.96,0.00
0.00,0.24,0.22,0.31,0.26,0.88,0.00
0.00,0.22,0.20,0.29,0.24,0.21,0.00
0.00,0.55,0.48,0.70,0.58,0.43,0.00
0.00,0.15,0.14,0.20,0.17,0.93,0.00
0.00,0.38,0.28,0.37,0.31,0.22,0.00
0.00,0.26,0.20,0.29,0.26,0.19,0.00
0.00,0.12,0.11,0.16,0.14,0.97,0.00
0.00,0.16,0.15,0.22,0.18,0.99,0.00
0.00,0.08,0.07,0.10,0.08,1.00,0.00
0.00,0.15,0.14,0.20,0.17,0.99,0.00
0.00,0.12,0.11,0.16,0.13,1.00,0.00
0.00,0.13,0.11,0.17,0.14,0.72,0.00
0.00,0.20,0.18,0.27,0.22,0.90,0.00
0.00,0.20,0.18,0.27,0.22,0.71,0.00
0.00,0.10,0.09,0.13,0.11,0.17,0.42
0.00,0.22,0.19,0.28,1.00,0.18,0.00
0.00,0.13,0.12,0.18,0.15,0.81,0.00
0.00,0.31,0.21,0.31,0.25,0.19,0.00
0.00,0.36,0.33,0.48,0.39,0.44,0.00
0.00,0.27,0.19,0.28,0.23,0.17,0.00
0.00,0.07,0.07,0.10,0.08,1.00,0.00
0.00,0.44,0.17,0.22,0.34,0.13,0.00
0.00,0.21,0.19,0.28,0.23,0.89,0.00
0.00,0.10,0.09,0.13,0.14,0.91,0.00
0.00,0.26,0.24,0.34,0.29,0.24,0.00
0.00,0.27,0.24,0.36,0.30,0.81,0.00
0.00,0.20,0.18,0.26,0.22,0.17,0.00
0.00,0.23,0.20,0.29,0.25,0.19,0.00
0.00,0.28,0.25,0.36,0.30,0.24,0.00
0.00,0.24,0.21,0.31,0.26,0.21,0.00
0.00,0.43,0.26,0.34,0.33,0.20,0.00
0.00,0.26,0.23,0.34,0.28,0.69,0.00
0.00,0.57,0.51,0.75,0.71,0.47,0.00
0.00,0.16,0.14,0.21,0.17,0.98,0.00
0.00,0.32,0.29,0.42,0.35,0.27,0.00
0.00,0.08,0.07,0.10,0.12,0.94,0.00
0.00,0.26,0.24,0.35,0.29,0.75,0.00
0.00,0.17,0.13,0.19,0.23,0.15,0.13
0.00,0.17,0.15,0.22,0.18,0.42,0.00
0.00,0.49,0.44,0.65,0.56,0.43,0.00
0.00,0.18,0.16,0.23,0.19,0.16,0.08
0.00,0.28,0.25,0.37,0.31,0.34,0.00
0.00,0.15,0.14,0.20,0.17,0.98,0.00
0.00,0.27,0.24,0.34,0.29,0.22,0.00
0.00,0.29,0.26,0.38,0.31,0.59,0.00
0.00,0.23,0.21,0.30,0.26,0.21,0.00
0.00,0.37,0.30,0.44,0.42,0.29,0.00
0.00,0.17,0.15,0.21,0.82,0.15,0.00
0.00,0.14,0.12,0.18,0.68,0.13,0.00
0.00,0.30,0.27,0.39,0.33,0.26,0.00
0.00,0.58,0.45,0.65,0.56,0.41,0.00
0.00,0.13,0.12,0.18,0.15,1.00,0.00
0.00,0.32,0.29,0.42,0.35,0.40,0.00
0.00,0.50,0.36,0.52,0.44,0.33,0.00
0.00,0.13,0.12,0.17,0.14,0.99,0.00
0.00,0.45,0.21,0.28,0.34,0.17,0.00
0.00,0.19,0.18,0.26,0.21,0.95,0.00
0.00,0.19,0.17,0.25,0.21,0.79,0.00
0.00,0.21,0.18,0.26,0.22,0.17,0.00
0.00,0.33,0.30,0.44,0.37,0.34,0.00
0.00,0.28,0.25,0.37,0.31,0.29,0.00
0.00,0.48,0.42,0.62,0.51,0.38,0.00
0.00,0.38,0.34,0.50,0.42,0.31,0.00
0.00,0.25,0.22,0.33,0.27,0.23,0.00
0.00,0.16,0.14,0.21,0.18,0.17,0.13
0.00,0.18,0.17,0.24,0.20,0.30,0.00
0.00,0.22,0.20,0.29,0.24,0.93,0.00
0.00,0.65,0.38,0.55,0.50,0.34,0.00
0.00,0.76,0.55,0.81,0.67,0.50,0.00
0.00,0.13,0.12,0.18,0.14,0.88,0.00
0.00,0.28,0.21,0.30,0.28,0.19,0.00
0.00,0.15,0.14,0.20,0.16,0.14,0.21
0.00,0.34,0.30,0.44,0.37,0.28,0.00
0.00,0.45,0.41,0.59,0.49,0.63,0.00
0.00,0.19,0.17,0.25,0.20,0.96,0.00
0.00,0.19,0.17,0.24,0.20,0.16,0.04
0.00,0.20,0.18,0.26,0.21,0.17,0.00
0.00,0.22,0.19,0.28,0.24,0.22,0.00
0.00,0.26,0.23,0.34,0.28,0.90,0.00
0.00,0.16,0.89,0.21,0.17,0.13,0.00
0.00,0.18,0.16,0.24,0.20,0.32,0.00
0.00,0.30,0.39,0.36,0.29,0.21,0.00
0.00,0.11,1.00,0.15,0.12,0.09,0.00
0.00,0.25,0.23,0.34,0.28,0.91,0.00
0.00,0.20,0.17,0.25,0.59,0.18,0.00
0.00,0.13,0.12,0.17,0.14,0.96,0.00
0.00,0.16,0.14,0.21,0.17,0.97,0.00
0.00,0.17,0.12,0.17,0.18,0.12,0.23
0.00,0.21,0.19,0.28,0.24,0.37,0.00
0.00,0.18,0.17,0.24,0.20,0.97,0.00
0.00,0.19,0.17,0.25,0.21,0.19,0.00
0.00,0.28,0.23,0.33,0.29,0.22,0.00
0.00,0.53,0.49,0.71,0.59,0.44,0.00
0.00,0.12,0.11,0.16,0.13,0.25,0.23
0.00,0.15,0.13,0.19,0.76,0.13,0.00
0.00,0.42,0.38,0.55,0.47,0.38,0.00
0.00,0.11,0.10,0.14,0.12,0.90,0.00
0.00,0.22,0.20,0.29,0.24,0.66,0.00
0.00,0.35,0.32,0.47,0.39,0.84,0.00
0.00,0.08,0.08,0.11,0.09,0.97,0.00
0.00,0.38,0.06,0.09,0.13,0.06,0.28
0.00,0.16,0.14,0.21,0.17,0.85,0.00
0.00,0.39,0.25,0.37,0.30,0.21,0.00
0.00,0.70,0.63,0.92,0.77,0.57,0.00
0.00,0.34,0.31,0.46,0.38,0.85,0.00
0.00,0.16,0.13,0.20,0.17,0.13,0.21
0.00,0.24,0.22,0.32,0.27,0.93,0.00
0.00,0.51,0.43,0.63,0.53,0.39,0.00
0.00,0.26,0.29,0.32,0.26,0.19,0.00
0.00,0.23,0.21,0.31,0.26,0.20,0.00
0.00,0.16,0.14,0.21,0.17,0.23,0.09
0.00,0.22,0.20,0.29,0.24,0.19,0.00
0.00,0.33,0.29,0.42,0.43,0.29,0.00
0.00,0.47,0.20,0.30,0.33,0.19,0.00
0.00,0.44,0.27,0.39,0.35,0.23,0.00
0.00,0.30,0.27,0.40,0.33,0.87,0.00
0.00,0.32,0.29,0.43,0.36,0.29,0.00
0.00,0.37,0.33,0.48,0.40,0.31,0.00
0.00,0.18,0.16,0.24,0.20,0.35,0.00
0.00,0.21,0.19,0.28,0.23,0.95,0.00
0.00,0.15,0.13,0.20,0.16,0.18,0.18
0.00,0.19,0.17,0.25,0.21,0.20,0.00
0.00,0.40,0.37,0.54,0.45,0.35,0.00
0.00,0.14,0.13,0.19,0.15,0.99,0.00
0.00,0.29,0.52,0.36,0.29,0.21,0.00
0.00,0.31,0.29,0.42,0.34,0.87,0.00
0.00,0.49,0.42,0.61,0.51,0.38,0.00
0.00,0.23,0.20,0.29,0.25,0.19,0.00
0.00,0.14,0.12,0.17,0.15,0.14,0.27
0.00,0.27,0.25,0.36,0.30,0.91,0.00
0.00,0.35,0.27,0.42,0.33,0.24,0.00
0.00,0.22,0.20,0.29,0.24,0.41,0.00
0.00,0.19,0.17,0.25,0.22,0.16,0.00
0.00,0.27,0.21,0.31,0.25,0.19,0.00
0.00,0.18,0.16,0.24,0.20,0.95,0.00
0.00,0.26,0.23,0.34,0.28,0.22,0.00
0.00,0.41,0.33,0.49,0.41,0.31,0.00
0.00,0.20,0.18,0.27,0.22,0.88,0.00
0.00,0.22,0.20,0.29,0.24,0.59,0.00
0.00,0.29,0.25,0.36,0.32,0.24,0.00
0.00,0.18,0.16,0.24,0.20,0.25,0.00
0.00,0.30,0.27,0.40,0.33,0.52,0.00
0.00,0.23,0.20,0.29,0.43,0.19,0.00
0.00,0.21,0.19,0.28,0.24,0.79,0.00
0.00,0.11,0.10,0.15,0.12,0.23,0.28
0.00,0.47,0.13,0.19,0.59,0.12,0.00
0.00,0.36,0.15,0.22,0.39,0.14,0.00
0.00,0.44,0.22,0.33,0.50,0.20,0.00
0.00,0.11,0.10,0.15,0.12,1.00,0.00
0.00,0.25,0.28,0.30,0.23,0.17,0.00
0.00,0.10,0.09,0.14,0.15,0.90,0.00
0.00,0.43,0.40,0.58,0.48,0.51,0.00
0.00,0.23,0.21,0.31,0.25,0.92,0.00
0.00,0.33,0.30,0.43,0.36,0.28,0.00
0.00,0.19,0.17,0.25,0.21,0.20,0.00
0.00,0.23,0.21,0.30,0.25,0.94,0.00
0.00,0.37,0.32,0.46,0.39,0.29,0.00
0.00,0.20,0.18,0.26,0.22,0.18,0.00
0.00,0.16,0.15,0.22,0.18,0.97,0.00
0.00,0.10,0.09,0.13,0.10,1.00,0.00
0.00,0.26,0.24,0.35,0.29,0.22,0.00
0.00,0.23,0.20,0.29,0.24,0.19,0.00
0.00,0.24,0.21,0.31,0.35,0.25,0.00
0.00,0.17,0.16,0.23,0.19,0.96,0.00
0.00,0.33,0.30,0.43,0.36,0.72,0.00
0.00,0.09,0.08,0.11,0.09,1.00,0.00
0.00,0.27,0.25,0.36,0.30,0.23,0.00
0.00,0.22,0.20,0.30,0.25,0.23,0.00
0.00,0.20,0.18,0.26,0.22,0.63,0.00
0.00,0.12,0.11,0.16,0.14,0.25,0.22
0.00,0.33,0.29,0.43,0.36,0.28,0.00
0.00,0.19,0.14,0.23,0.17,0.14,0.14
0.00,0.28,0.26,0.38,0.31,0.48,0.00
0.00,0.18,0.16,0.24,0.20,0.16,0.06
0.00,0.28,0.20,0.29,0.25,0.21,0.00
0.00,0.29,0.19,0.28,0.24,0.18,0.00
0.00,0.21,0.19,0.28,0.23,0.96,0.00
0.00,0.16,0.14,0.20,0.17,0.14,0.19
0.00,0.28,0.26,0.37,0.31,0.76,0.00
0.00,0.11,0.10,0.15,0.13,1.00,0.00
0.00,0.32,0.30,0.43,0.36,0.42,0.00
0.00,0.39,0.35,0.51,0.45,0.35,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.15,0.14,0.20,0.17,0.99,0.00
0.00,0.29,0.25,0.36,0.30,0.23,0.00
0.00,0.47,0.29,0.41,0.43,0.25,0.00
0.00,0.18,0.15,0.22,0.19,0.15,0.12
0.00,0.23,0.21,0.30,0.25,0.21,0.00
0.00,0.22,0.20,0.30,0.25,0.91,0.00
0.00,0.21,0.19,0.28,0.23,0.89,0.00
0.00,0.20,0.17,0.24,0.19,0.14,0.05
0.00,0.27,0.25,0.36,0.30,0.88,0.00
0.00,0.27,0.24,0.36,0.30,0.32,0.00
0.00,0.20,0.17,0.23,0.19,0.14,0.07
0.00,0.23,0.21,0.30,0.25,0.69,0.00
0.00,0.31,0.28,0.41,0.34,0.26,0.00
0.00,0.27,0.24,0.36,0.30,0.87,0.00
0.00,0.15,0.13,0.19,0.29,0.12,0.12
0.00,0.11,0.09,0.14,0.13,0.85,0.00
0.00,0.38,0.34,0.50,0.41,0.45,0.00
0.00,0.25,0.23,0.33,0.28,0.21,0.00
0.00,0.16,0.14,0.21,0.18,0.67,0.00
0.00,0.16,0.14,0.21,0.17,0.97,0.00
0.00,0.17,0.16,0.23,0.19,0.76,0.00
0.00,0.15,0.13,0.19,0.16,0.97,0.00
0.00,0.11,0.10,0.15,0.12,0.98,0.00
0.00,0.28,0.20,0.29,0.27,0.19,0.00
0.00,0.31,0.28,0.41,0.34,0.40,0.00
0.00,0.12,0.10,0.15,0.13,0.27,0.23
0.00,0.20,0.19,0.27,0.23,0.93,0.00
0.00,0.31,0.28,0.41,0.35,0.79,0.00
0.00,0.64,0.58,0.84,0.70,0.53,0.00
0.00,0.21,0.17,0.25,0.23,0.16,0.00
0.00,0.20,0.19,0.27,0.23,0.84,0.00
0.00,0.17,0.15,0.22,0.19,0.14,0.11
0.00,0.15,0.13,0.19,0.16,0.13,0.24
0.00,0.32,0.27,0.40,0.34,0.25,0.00
0.00,0.25,0.23,0.33,0.28,0.30,0.00
0.00,0.10,0.09,0.13,0.11,0.28,0.28
0.00,0.31,0.29,0.42,0.34,0.75,0.00
0.00,0.29,0.25,0.37,0.32,0.25,0.00
0.00,0.35,0.30,0.44,0.38,0.29,0.00
0.00,0.17,0.15,0.22,0.18,0.21,0.07
0.00,0.22,0.19,0.28,0.24,0.18,0.00
0.00,0.29,0.26,0.38,0.32,0.25,0.00
0.00,0.14,0.13,0.19,0.16,1.00,0.00
0.00,0.25,0.22,0.33,0.27,0.21,0.00
0.00,0.25,0.22,0.34,0.27,0.81,0.00
0.00,0.36,0.32,0.47,0.39,0.79,0.00
0.00,0.39,0.35,0.52,0.44,0.36,0.00
0.00,0.22,0.12,0.17,0.17,0.12,0.20
0.00,0.26,0.20,0.29,0.28,0.19,0.00
0.00,0.31,0.28,0.41,0.34,0.48,0.00
0.00,0.29,0.32,0.38,0.30,0.22,0.00
0.00,0.19,0.14,0.21,0.21,0.14,0.11
0.00,0.17,0.14,0.21,0.18,0.14,0.16
0.00,0.42,0.38,0.56,0.47,0.38,0.00
0.00,0.16,0.15,0.22,0.18,0.97,0.00
0.00,0.26,0.23,0.34,0.28,0.78,0.00
0.00,0.32,0.30,0.43,0.36,0.35,0.00
0.00,0.11,0.09,0.13,0.87,0.10,0.00
0.00,0.15,0.13,0.18,0.74,0.13,0.00
0.00,0.13,0.11,0.16,0.14,0.10,0.36
0.00,0.50,0.40,0.58,0.49,0.36,0.00
0.00,0.19,0.17,0.25,0.21,0.18,0.00
0.00,0.30,0.27,0.39,0.33,0.28,0.00
0.00,0.15,0.14,0.20,0.17,0.92,0.00
0.00,0.19,0.18,0.26,0.21,0.75,0.00
0.00,0.16,0.15,0.22,0.18,0.97,0.00
0.00,0.25,0.22,0.32,0.34,0.22,0.00
0.00,0.26,0.23,0.33,0.28,0.21,0.00
0.00,0.21,0.19,0.28,0.23,0.25,0.00
0.00,0.12,0.11,0.16,0.13,0.92,0.00
0.00,0.08,0.07,0.11,0.11,0.88,0.00
0.00,0.21,0.18,0.26,0.23,0.17,0.00
0.00,0.17,0.08,0.11,0.91,0.08,0.00
0.00,0.33,0.30,0.43,0.36,0.28,0.00
0.00,0.28,0.26,0.38,0.31,0.35,0.00
0.00,0.23,0.19,0.28,0.22,0.16,0.00
0.00,0.44,0.16,0.23,0.23,0.14,0.00
0.00,0.17,0.16,0.23,0.19,0.97,0.00
0.00,0.29,0.26,0.38,0.43,0.24,0.00
0.00,0.28,0.25,0.37,0.31,0.24,0.00
0.00,0.19,0.16,0.23,0.20,0.15,0.07
0.00,0.35,0.32,0.47,0.39,0.50,0.00
0.00,0.54,0.49,0.71,0.60,0.48,0.00
0.00,0.18,0.16,0.24,0.20,0.91,0.00
0.00,0.32,0.26,0.38,0.33,0.28,0.00
0.00,0.31,0.26,0.39,0.33,0.25,0.00
0.00,0.28,0.23,0.33,0.28,0.21,0.00
0.00,0.07,0.06,0.09,0.11,0.96,0.00
0.00,0.35,0.31,0.46,0.38,0.30,0.00
0.00,0.25,0.14,0.21,0.27,0.14,0.00
0.00,0.26,0.23,0.34,0.28,0.53,0.00
0.00,0.55,0.45,0.66,0.62,0.41,0.00
0.00,0.43,0.19,0.26,0.31,0.15,0.00
0.00,0.30,0.27,0.39,0.33,0.34,0.00
0.00,0.11,0.06,0.08,1.00,0.06,0.00
0.00,0.29,0.21,0.30,0.75,0.19,0.00
0.00,0.37,0.27,0.40,0.67,0.26,0.00
0.00,0.19,0.17,0.25,0.65,0.17,0.00
0.00,0.18,0.10,0.14,0.57,0.10,0.00
0.00,0.31,0.27,0.40,0.69,0.27,0.00
0.00,0.20,0.14,0.21,0.94,0.14,0.00
0.00,0.20,0.18,0.27,0.23,0.91,0.00
0.00,0.27,0.23,0.30,0.24,0.18,0.00
0.00,0.14,0.13,0.19,0.19,0.91,0.00
0.00,0.54,0.34,0.49,0.41,0.31,0.00
0.00,0.67,0.61,0.89,0.73,0.56,0.00
0.00,0.30,0.26,0.39,0.37,0.28,0.00
0.00,0.22,0.20,0.30,0.25,0.62,0.00
0.00,0.53,0.71,0.71,0.58,0.44,0.00
0.00,0.37,0.34,0.49,0.41,0.81,0.00
0.00,0.46,0.42,0.62,0.51,0.46,0.00
0.00,0.53,0.26,0.38,0.50,0.24,0.00
0.00,0.23,0.21,0.31,0.26,0.91,0.00
0.00,0.14,0.12,0.18,0.19,0.90,0.00
0.00,0.13,0.12,0.18,0.15,0.12,0.30
0.00,0.11,0.09,0.13,0.77,0.10,0.00
0.00,0.34,0.31,0.45,0.38,0.48,0.00
0.00,0.39,0.35,0.51,0.44,0.37,0.00
0.00,0.11,0.10,0.15,0.13,0.99,0.00
0.00,0.18,0.16,0.24,0.19,0.70,0.00
0.00,0.23,0.21,0.30,0.26,0.86,0.00
0.00,0.33,0.28,0.41,0.46,0.26,0.00
0.00,0.30,0.27,0.40,0.33,0.86,0.00
0.00,0.10,0.09,0.14,0.11,1.00,0.00
0.00,0.09,0.08,0.11,0.11,0.94,0.00
0.00,0.11,0.10,0.15,0.12,0.16,0.36
0.00,0.67,0.55,0.80,0.70,0.49,0.00
0.00,0.47,0.21,0.30,0.47,0.19,0.00
0.00,0.26,0.93,0.35,0.29,0.22,0.00
0.00,0.26,0.32,0.31,0.25,0.18,0.00
0.00,0.42,0.28,0.39,0.36,0.24,0.00
0.00,0.22,0.20,0.29,0.24,0.94,0.00
0.00,0.21,0.19,0.28,0.23,0.23,0.00
0.00,0.54,0.47,0.69,0.57,0.43,0.00
0.00,0.25,0.21,0.31,0.28,0.22,0.00
0.00,0.28,0.26,0.38,0.31,0.37,0.00
0.00,0.26,0.23,0.34,0.30,0.76,0.00
0.00,0.18,0.16,0.24,0.20,0.33,0.00
0.00,0.21,0.18,0.27,0.23,0.66,0.00
0.00,0.19,0.18,0.26,0.21,0.94,0.00
0.00,0.14,0.13,0.18,0.15,1.00,0.00
0.00,0.15,0.14,0.20,0.16,0.37,0.00
0.00,0.22,0.20,0.30,0.25,0.93,0.00
0.00,0.21,0.19,0.28,0.23,0.87,0.00
0.00,0.38,0.29,0.44,0.36,0.27,0.00
0.00,0.19,0.17,0.24,0.21,0.16,0.03
0.00,0.18,0.16,0.23,0.19,0.16,0.08
0.00,0.14,0.12,0.18,0.15,0.12,0.28
0.00,0.27,0.23,0.34,0.29,0.22,0.00
0.00,0.12,0.10,0.15,0.13,0.50,0.00
0.00,0.28,0.24,0.36,0.30,0.24,0.00
0.00,0.20,0.19,0.27,0.23,0.33,0.00
0.00,0.49,0.37,0.54,0.46,0.34,0.00
0.00,0.23,0.39,0.28,0.22,0.16,0.00
0.00,0.20,0.18,0.27,0.22,0.26,0.00
0.00,0.09,0.93,0.12,0.10,0.08,0.00
0.00,0.11,0.10,0.15,0.13,0.23,0.28
0.00,0.22,0.20,0.30,0.25,0.90,0.00
0.00,0.16,0.15,0.22,0.18,0.93,0.00
0.00,0.32,0.43,0.41,0.33,0.24,0.00
0.00,0.42,0.38,0.55,0.46,0.48,0.00
0.00,0.23,0.21,0.31,0.25,0.32,0.00
0.00,0.43,0.39,0.58,0.48,0.68,0.00
0.00,0.18,0.14,0.22,0.16,0.12,0.18
0.00,0.52,0.47,0.69,0.57,0.43,0.00
0.00,0.25,0.23,0.34,0.28,0.84,0.00
0.00,0.27,0.25,0.36,0.30,0.24,0.00
0.00,0.33,0.30,0.43,0.36,0.83,0.00
0.00,0.09,0.08,0.12,0.10,1.00,0.00
0.00,0.16,0.14,0.21,0.17,0.90,0.00
0.00,0.35,0.32,0.47,0.39,0.40,0.00
0.00,0.16,0.15,0.21,0.18,0.98,0.00
0.00,0.24,0.22,0.32,0.27,0.21,0.00
0.00,0.14,0.12,0.18,0.15,0.53,0.00
0.00,0.33,0.30,0.44,0.36,0.38,0.00
0.00,0.28,0.26,0.38,0.31,0.89,0.00
0.00,0.17,0.15,0.22,0.19,0.94,0.00
0.00,0.35,0.12,0.17,0.77,0.11,0.00
0.00,0.28,0.25,0.37,0.31,0.43,0.00
0.00,0.22,0.17,0.27,0.20,0.15,0.00
0.00,0.16,0.15,0.21,0.18,0.97,0.00
0.00,0.21,0.19,0.28,0.23,0.87,0.00
0.00,0.14,0.13,0.19,0.17,0.94,0.00
0.00,0.16,0.15,0.21,0.18,0.95,0.00
0.00,0.10,0.09,0.14,0.11,0.99,0.00
0.00,0.68,0.43,0.62,0.52,0.39,0.00
0.00,0.44,0.40,0.58,0.49,0.39,0.00
0.00,0.17,0.10,0.15,0.12,0.09,0.36
0.00,0.14,0.13,0.19,0.17,0.95,0.00
0.00,0.44,0.28,0.40,0.42,0.26,0.00
0.00,0.16,0.15,0.21,0.18,0.99,0.00
0.00,0.15,0.11,0.16,0.96,0.11,0.00
0.00,0.15,0.09,0.13,0.83,0.10,0.00
0.00,0.16,0.12,0.17,0.99,0.16,0.00
0.00,0.18,0.10,0.15,0.68,0.11,0.00
0.00,0.18,0.13,0.19,0.94,0.14,0.00
0.00,0.15,0.14,0.21,0.17,0.95,0.00
0.00,0.21,0.19,0.28,0.23,0.92,0.00
0.00,0.30,0.27,0.40,0.33,0.29,0.00
0.00,0.09,0.08,0.11,0.10,0.11,0.52
0.00,0.18,0.16,0.23,0.88,0.15,0.00
0.00,0.28,0.26,0.38,0.31,0.33,0.00
0.00,0.21,0.33,0.25,0.20,0.15,0.00
0.00,0.38,0.35,0.51,0.42,0.33,0.00
0.00,0.29,0.23,0.34,0.28,0.21,0.00
0.00,0.14,0.07,0.11,0.08,0.06,0.53
0.00,0.07,0.07,0.10,0.08,1.00,0.00
0.00,0.09,0.08,0.12,0.10,0.16,0.45
0.00,0.40,0.35,0.52,0.44,0.33,0.00
0.00,0.22,0.18,0.27,0.23,0.18,0.00
0.00,0.14,0.12,0.18,0.16,0.94,0.00
0.00,0.31,0.28,0.41,0.34,0.44,0.00
0.00,0.31,0.28,0.41,0.34,0.67,0.00
0.00,0.24,0.21,0.31,0.26,0.92,0.00
0.00,0.11,0.98,0.14,0.11,0.09,0.00
0.00,0.46,0.14,0.20,0.43,0.12,0.00
0.00,0.28,0.25,0.36,0.32,0.24,0.00
0.00,0.28,0.25,0.37,0.31,0.85,0.00
0.00,0.54,0.48,0.70,0.58,0.43,0.00
0.00,0.18,0.17,0.25,0.20,0.96,0.00
0.00,0.19,0.17,0.25,0.21,0.95,0.00
0.00,0.25,0.23,0.34,0.28,0.90,0.00
0.00,0.35,0.31,0.46,0.38,0.29,0.00
0.00,0.30,0.26,0.38,0.32,0.26,0.00
0.00,0.31,0.20,0.29,0.31,0.20,0.00
0.00,0.12,0.10,0.15,0.13,0.11,0.40
